respondent_id,survey_year,survey_month,survey_platform,response_time_minutes,country,region,age,gender,education_level,employment_status,income_bracket,primary_sport,sport_category,secondary_sport,years_following_sport,fan_loyalty_score,primary_viewing_method,watch_frequency,weekly_hours_watching,streaming_subscriptions,stadium_visits_per_year,merchandise_spend_usd,ppv_spend_usd,total_annual_spend_usd,social_media_follows_athletes,social_media_hours_weekly,creates_sports_content,news_source,sports_betting_participation,fantasy_sports_participation,primary_motivation,willing_to_attend_major_event,extra_spend_willingness_usd,broadcast_quality_rating,athlete_professionalism_rating,event_value_for_money_rating,media_coverage_rating,community_atmosphere_rating,overall_satisfaction_rating,sport_growth_perception_rating,fan_tier
1761,2024,6,Online (desktop),16,UK,Europe,35,Male,Master's degree,Employed full-time,$75k–$100k,Soccer,Team Sport,Golf,19,4,Free broadcast TV,Weekly,2.5,0,1,44,71,115,Yes,2.7,No,Sports website/app,No,No,National pride,Definitely not,8.43,7,9,8,7,6,10,4,Silver
1762,2024,5,Online (desktop),12,Argentina,South America,39,Female,Bachelor's degree,Self-employed,$50k–$75k,Rugby,Team Sport,Basketball,8,2,Free broadcast TV,Weekly,4.9,0,0,31,12,43,Yes,2.6,No,Newspaper/magazine,Yes,Yes,Social bonding,Definitely yes,3.3,6,8,5,6,7,7,8,Bronze
1763,2024,1,Online (mobile),13,USA,North America,27,Female,Bachelor's degree,Employed part-time,$25k–$50k,Basketball,Team Sport,,14,3,Streaming service,A few times a month,1.3,1,2,11,14,25,No,3.1,No,Social media,No,Yes,Athletic excellence,Probably yes,0.61,7,6,6,8,8,7,3,Bronze
1764,2024,9,Online (mobile),13,UK,Europe,32,Prefer not to say,Bachelor's degree,Self-employed,$25k–$50k,Soccer,Team Sport,Rugby,13,4,Sports bar/pub,Weekly,4.4,1,1,103,33,136,Yes,1.4,No,Sports website/app,No,Yes,Community & belonging,Definitely yes,7.96,7,7,4,5,9,8,9,Silver
1765,2024,2,Online (desktop),18,USA,North America,32,Female,Master's degree,Employed full-time,$50k–$75k,Basketball,Team Sport,,21,4,Free broadcast TV,Weekly,4.4,3,0,39,4,43,No,1.5,No,Podcast/radio,No,No,National pride,Maybe,2.38,9,8,8,10,6,9,9,Silver
1766,2024,9,Online (mobile),12,India,South Asia,42,Non-binary,High school,Employed full-time,Under $25k,Field Hockey,Team Sport,Tennis,28,5,Radio/podcast,Weekly,7.6,1,1,24,3,27,No,0.7,No,Sports website/app,No,No,Physical inspiration,Probably yes,1.77,10,8,7,6,9,9,7,Silver
1767,2024,5,In-app,7,Canada,North America,21,Male,Bachelor's degree,Employed full-time,$75k–$100k,Soccer,Team Sport,Lacrosse,11,4,Sports bar/pub,Several times a week,8.6,2,1,108,160,268,Yes,4.4,No,Sports website/app,No,Yes,Entertainment,Definitely yes,27.1,5,3,2,6,8,9,7,Gold
1768,2024,3,Online (mobile),16,UK,Europe,32,Female,Master's degree,Student,$100k–$150k,Cricket,Team Sport,,21,4,Cable/satellite TV,Several times a week,6.4,3,2,35,21,56,No,5.3,No,Sports website/app,No,No,National pride,Probably not,7.88,7,6,5,5,7,10,5,Gold
1769,2024,10,In-app,15,Brazil,South America,54,Male,Bachelor's degree,Student,$25k–$50k,Volleyball,Team Sport,Athletics,26,4,Free broadcast TV,Several times a week,5.1,1,0,5,3,8,Yes,1.5,No,Newspaper/magazine,Yes,Yes,Community & belonging,Probably yes,0.14,7,9,9,6,6,6,6,Bronze
1770,2024,7,In-app,15,Brazil,South America,46,Female,Bachelor's degree,Self-employed,Under $25k,Soccer,Team Sport,MMA,9,4,Free broadcast TV,Daily,12.5,0,0,18,11,29,No,0.4,No,Sports website/app,No,Yes,Community & belonging,Probably yes,6.36,9,7,7,7,5,9,7,Silver
1771,2024,1,Online (desktop),13,UK,Europe,48,Male,Bachelor's degree,Self-employed,Over $150k,Golf,Individual Sport,,11,2,Free broadcast TV,Several times a week,7.8,0,2,96,0,96,No,1.1,No,Sports website/app,Yes,No,Community & belonging,Probably yes,15.32,5,7,5,7,9,7,8,Silver
1772,2024,5,Online (mobile),20,South Africa,Africa,33,Male,Some college,Employed full-time,$25k–$50k,Athletics,Individual Sport,,1,1,Free broadcast TV,Several times a week,3.6,2,0,5,6,11,Yes,2.5,No,Social media,Yes,Yes,Community & belonging,Probably yes,3.09,9,6,5,6,7,7,6,Bronze
1773,2024,5,In-app,14,Pakistan,South Asia,37,Female,Bachelor's degree,Employed full-time,Under $25k,Cricket,Team Sport,,8,2,Streaming service,Daily,11.0,1,0,5,24,29,Yes,1.1,No,Newspaper/magazine,No,Yes,Athletic excellence,Definitely yes,2.06,8,6,4,7,6,8,6,Bronze
1774,2024,11,Online (mobile),16,China,East Asia,44,Female,Bachelor's degree,Student,$25k–$50k,Soccer,Team Sport,,20,3,Cable/satellite TV,Daily,14.5,1,1,1,9,10,Yes,2.2,No,TV sports news,Yes,Yes,Athletic excellence,Probably not,1.02,7,7,5,10,8,8,8,Bronze
1775,2024,7,Online (mobile),14,South Africa,Africa,50,Male,Doctorate,Employed part-time,$75k–$100k,Cycling,Individual Sport,,17,3,Cable/satellite TV,Several times a week,6.9,2,0,6,13,19,No,2.5,No,Social media,No,Yes,Community & belonging,Probably yes,14.2,8,5,6,6,5,8,8,Bronze
1776,2024,8,Online (mobile),8,India,South Asia,18,Female,Some college,Employed full-time,$25k–$50k,Cricket,Team Sport,,5,5,Social media clips,Weekly,5.5,0,0,69,36,105,No,3.2,No,Sports website/app,No,Yes,Community & belonging,Maybe,1.35,7,8,10,7,10,8,8,Gold
1777,2024,8,Online (mobile),21,Japan,East Asia,19,Male,Master's degree,Employed full-time,$50k–$75k,Baseball,Team Sport,,7,5,Social media clips,A few times a month,0.5,1,1,177,54,231,No,1.2,No,Social media,No,Yes,Gambling/betting,Definitely yes,2.07,5,7,5,9,8,6,8,Gold
1778,2024,1,Online (desktop),17,UK,Europe,47,Male,Bachelor's degree,Employed full-time,$50k–$75k,Golf,Individual Sport,Tennis,18,3,Cable/satellite TV,Weekly,5.0,0,2,0,27,27,Yes,1.8,No,Sports website/app,Yes,No,Entertainment,Probably yes,7.69,7,6,6,5,8,8,7,Bronze
1779,2024,4,Online (desktop),14,India,South Asia,30,Female,High school,Employed full-time,Under $25k,Badminton,Racquet Sport,Tennis,5,3,In-person (stadium/arena),Several times a week,9.8,2,0,1,21,22,Yes,4.6,No,Sports website/app,Yes,No,National pride,Probably not,2.23,6,6,4,9,7,5,3,Bronze
1780,2024,6,Online (desktop),10,Argentina,South America,26,Male,Master's degree,Student,$25k–$50k,Soccer,Team Sport,Tennis,9,3,Social media clips,Several times a week,9.9,0,0,31,33,64,Yes,1.9,No,Social media,No,No,Gambling/betting,Probably yes,7.59,6,4,6,4,5,9,9,Silver
1781,2024,10,Online (mobile),20,USA,North America,19,Non-binary,High school,Unemployed,$75k–$100k,Ice Hockey,Team Sport,,3,4,Streaming service,Daily,8.0,2,2,63,85,148,Yes,4.1,No,TV sports news,No,No,Gambling/betting,Definitely yes,0.98,6,9,7,9,9,8,3,Gold
1782,2024,11,Online (desktop),7,Pakistan,South Asia,27,Male,Vocational training,Unemployed,$75k–$100k,Wrestling,Combat Sport,Field Hockey,9,4,Streaming service,Daily,14.6,2,1,290,17,307,Yes,4.6,No,Sports website/app,Yes,Yes,Community & belonging,Definitely yes,17.88,8,7,9,5,10,9,5,Platinum
1783,2024,2,Online (desktop),12,UK,Europe,18,Female,Master's degree,Unemployed,Under $25k,Golf,Individual Sport,,8,1,Cable/satellite TV,A few times a month,1.3,0,0,1,7,8,Yes,1.9,No,Podcast/radio,No,No,Social bonding,Probably not,3.49,7,8,9,6,6,10,8,Bronze
1784,2024,7,In-app,15,Spain,Europe,56,Female,Bachelor's degree,Unemployed,$25k–$50k,Soccer,Team Sport,Basketball,23,5,Sports bar/pub,Several times a week,5.2,1,1,31,8,39,Yes,0.0,No,Newspaper/magazine,Yes,Yes,Entertainment,Definitely yes,4.18,6,7,8,7,6,7,5,Silver
1785,2024,9,In-app,19,Spain,Europe,33,Male,Some college,Employed part-time,$75k–$100k,Soccer,Team Sport,,24,3,Free broadcast TV,A few times a month,1.6,3,1,413,65,478,Yes,1.7,No,Sports website/app,No,Yes,Entertainment,Definitely not,28.91,7,2,5,9,6,6,8,Silver
1786,2024,10,In-person tablet,14,Pakistan,South Asia,32,Male,Bachelor's degree,Employed full-time,$100k–$150k,Field Hockey,Team Sport,,21,6,Cable/satellite TV,Weekly,2.6,6,3,5,72,77,Yes,0.0,No,Newspaper/magazine,No,No,Nostalgia,Definitely yes,7.89,7,10,4,8,6,9,10,Silver
1787,2024,5,Online (mobile),12,Spain,Europe,39,Female,Bachelor's degree,Student,$25k–$50k,Soccer,Team Sport,,12,4,Streaming service,Daily,16.7,3,0,4,48,52,Yes,1.9,No,Newspaper/magazine,Yes,No,Gambling/betting,Probably yes,5.17,6,2,6,6,9,7,4,Silver
1788,2024,5,Online (desktop),10,Australia,Oceania,44,Female,Bachelor's degree,Employed full-time,$50k–$75k,Cricket,Team Sport,Tennis,9,2,In-person (stadium/arena),Several times a week,9.0,0,2,3,110,113,Yes,2.6,No,Podcast/radio,No,Yes,Community & belonging,Probably yes,4.93,7,9,5,9,6,6,8,Bronze
1789,2024,12,Online (mobile),13,USA,North America,43,Male,Bachelor's degree,Employed full-time,$25k–$50k,Baseball,Team Sport,American Football,18,3,Free broadcast TV,Several times a week,5.7,0,0,21,3,24,No,0.6,No,Social media,No,Yes,Athletic excellence,Definitely yes,2.84,9,8,6,6,10,9,5,Bronze
1790,2024,5,Online (desktop),13,Germany,Europe,45,Male,Bachelor's degree,Employed full-time,$25k–$50k,Athletics,Individual Sport,Cycling,31,5,Free broadcast TV,Several times a week,6.6,0,2,17,0,17,Yes,0.0,No,Newspaper/magazine,Yes,Yes,Athletic excellence,Probably yes,8.98,7,5,7,7,10,9,7,Silver
1791,2024,9,Online (desktop),10,USA,North America,26,Male,High school,Employed part-time,Under $25k,Ice Hockey,Team Sport,Soccer,7,3,Streaming service,Weekly,3.4,0,0,1,5,6,No,2.6,No,Social media,No,No,Athletic excellence,Maybe,1.33,8,7,7,6,9,8,6,Bronze
1792,2024,5,In-app,17,Canada,North America,30,Male,Master's degree,Employed full-time,$75k–$100k,Basketball,Team Sport,Ice Hockey,17,5,Streaming service,Monthly or less,0.8,6,1,80,12,92,Yes,4.4,Yes,Sports website/app,No,No,Athletic excellence,Maybe,8.1,7,8,9,7,9,7,5,Gold
1793,2024,4,Online (desktop),13,Germany,Europe,41,Male,Master's degree,Employed full-time,$50k–$75k,Soccer,Team Sport,,28,3,Sports bar/pub,A few times a month,3.0,1,0,27,24,51,Yes,3.3,Yes,Sports website/app,No,No,Social bonding,Probably yes,7.14,4,6,7,6,9,9,9,Silver
1794,2024,12,Online (mobile),11,Japan,East Asia,27,Male,Bachelor's degree,Employed full-time,$100k–$150k,Baseball,Team Sport,,6,5,Streaming service,A few times a month,2.7,6,2,73,129,202,No,2.1,No,Podcast/radio,Yes,Yes,Social bonding,Probably not,13.26,7,9,6,7,6,9,7,Gold
1795,2024,11,Online (desktop),10,USA,North America,33,Female,Master's degree,Student,$75k–$100k,Tennis,Racquet Sport,American Football,9,5,Streaming service,Daily,13.7,2,0,46,36,82,Yes,5.2,No,Sports website/app,No,No,Social bonding,Maybe,6.92,6,4,5,5,6,8,10,Platinum
1796,2024,8,Online (desktop),10,USA,North America,37,Female,Some college,Employed part-time,$100k–$150k,American Football,Team Sport,,21,3,Free broadcast TV,Daily,12.6,4,2,138,40,178,No,4.3,No,Sports website/app,No,No,Athletic excellence,Definitely yes,3.78,8,5,8,8,8,10,6,Platinum
1797,2024,4,Online (desktop),17,Japan,East Asia,42,Non-binary,High school,Student,$25k–$50k,Martial Arts,Combat Sport,,19,4,Radio/podcast,Daily,7.3,2,0,50,68,118,Yes,0.0,No,TV sports news,No,No,Community & belonging,Probably yes,1.59,10,4,7,6,5,9,9,Silver
1798,2024,8,Online (desktop),17,USA,North America,18,Female,Bachelor's degree,Employed full-time,$25k–$50k,Baseball,Team Sport,,3,4,Free broadcast TV,Several times a week,10.6,1,0,2,2,4,Yes,3.7,No,Social media,No,Yes,Athletic excellence,Definitely yes,0.59,7,5,5,6,7,7,8,Silver
1799,2024,7,Online (desktop),17,USA,North America,41,Non-binary,Bachelor's degree,Employed full-time,Over $150k,Basketball,Team Sport,,15,5,In-person (stadium/arena),Several times a week,7.1,6,4,492,24,516,No,0.3,No,Sports website/app,No,Yes,Athletic excellence,Definitely yes,28.92,9,7,8,9,9,7,5,Platinum
1800,2024,8,Online (desktop),15,USA,North America,30,Male,Bachelor's degree,Employed part-time,$75k–$100k,Tennis,Racquet Sport,American Football,11,3,Cable/satellite TV,Weekly,6.3,1,2,18,23,41,Yes,3.0,No,Sports website/app,Yes,Yes,Community & belonging,Maybe,15.43,7,10,7,10,9,8,6,Silver
1801,2024,2,Online (mobile),15,China,East Asia,41,Female,Doctorate,Employed full-time,$100k–$150k,Table Tennis,Racquet Sport,Basketball,5,3,Streaming service,Several times a week,8.4,3,0,65,7,72,Yes,0.5,Yes,Sports website/app,Yes,Yes,Athletic excellence,Probably yes,12.56,6,8,7,7,9,6,4,Silver
1802,2024,11,In-app,18,Canada,North America,42,Non-binary,Vocational training,Self-employed,Under $25k,Ice Hockey,Team Sport,,25,8,Cable/satellite TV,A few times a month,4.0,1,1,5,8,13,No,2.5,No,Social media,No,No,Athletic excellence,Maybe,6.42,8,6,5,7,7,8,7,Silver
1803,2024,4,Online (desktop),10,Brazil,South America,51,Female,Bachelor's degree,Student,$25k–$50k,Soccer,Team Sport,Volleyball,18,4,In-person (stadium/arena),Monthly or less,1.1,0,0,23,4,27,Yes,2.1,No,Social media,No,Yes,National pride,Maybe,1.19,5,10,6,7,10,6,8,Bronze
1804,2024,3,Online (desktop),8,India,South Asia,48,Male,Master's degree,Student,$75k–$100k,Cricket,Team Sport,,1,1,Streaming service,Daily,8.5,2,0,15,16,31,Yes,1.0,No,Sports website/app,No,No,Entertainment,Definitely yes,17.03,5,9,3,6,7,7,10,Bronze
1805,2024,7,Online (desktop),20,Brazil,South America,48,Female,High school,Retired,Under $25k,Volleyball,Team Sport,Tennis,21,4,Social media clips,A few times a month,1.4,0,0,21,0,21,No,1.8,No,Newspaper/magazine,No,No,Gambling/betting,Probably yes,0.53,8,6,5,8,9,8,6,Bronze
1806,2024,9,Online (mobile),10,South Africa,Africa,49,Female,High school,Employed full-time,$50k–$75k,Rugby,Team Sport,,14,4,Cable/satellite TV,Several times a week,7.7,1,0,37,84,121,Yes,1.4,No,Sports website/app,No,No,Community & belonging,Maybe,0.54,3,6,9,4,7,8,8,Silver
1807,2024,6,Online (mobile),20,Spain,Europe,36,Female,Master's degree,Employed full-time,$50k–$75k,Tennis,Racquet Sport,Cycling,27,4,Cable/satellite TV,Several times a week,6.3,2,4,53,77,130,Yes,0.2,No,Sports website/app,No,No,Entertainment,Definitely yes,0.0,9,8,10,8,10,8,8,Gold
1808,2024,11,Online (desktop),14,India,South Asia,33,Female,Bachelor's degree,Employed part-time,Under $25k,Cricket,Team Sport,Badminton,10,3,Cable/satellite TV,Weekly,3.4,0,1,9,11,20,No,3.6,No,Sports website/app,Yes,Yes,Community & belonging,Probably not,1.4,9,5,6,4,6,5,5,Bronze
1809,2024,4,Online (desktop),11,USA,North America,43,Female,Bachelor's degree,Employed full-time,$25k–$50k,Basketball,Team Sport,,9,1,In-person (stadium/arena),Daily,8.7,1,0,4,50,54,No,1.6,No,TV sports news,No,Yes,Entertainment,Probably yes,6.79,7,5,5,7,8,7,8,Bronze
1810,2024,10,In-app,11,USA,North America,41,Prefer not to say,Bachelor's degree,Employed full-time,$25k–$50k,Tennis,Racquet Sport,Soccer,22,3,Cable/satellite TV,A few times a month,2.0,1,1,4,35,39,Yes,2.5,No,Social media,Yes,No,Community & belonging,Maybe,10.02,7,8,5,9,8,9,6,Bronze
1811,2024,4,Online (desktop),13,Spain,Europe,30,Male,Bachelor's degree,Employed full-time,Under $25k,Cycling,Individual Sport,Handball,8,4,Social media clips,Weekly,4.4,1,0,10,18,28,No,1.8,No,Social media,Yes,No,Entertainment,Definitely not,1.43,9,9,6,8,6,7,8,Bronze
1812,2024,3,Online (mobile),10,South Africa,Africa,37,Female,Some college,Employed full-time,$75k–$100k,Soccer,Team Sport,,10,1,Cable/satellite TV,A few times a month,1.0,2,1,5,55,60,No,0.7,No,Sports website/app,No,Yes,National pride,Probably yes,0.51,6,5,5,8,10,6,7,Bronze
1813,2024,6,Online (mobile),13,India,South Asia,33,Male,Bachelor's degree,Employed full-time,$25k–$50k,Cricket,Team Sport,Tennis,16,5,Free broadcast TV,Monthly or less,1.8,1,2,28,2,30,Yes,1.0,Yes,TV sports news,Yes,Yes,Entertainment,Definitely yes,0.16,7,7,7,9,7,7,6,Silver
1814,2024,12,Online (mobile),15,USA,North America,24,Female,High school,Employed full-time,$25k–$50k,Baseball,Team Sport,Basketball,4,1,In-person (stadium/arena),Several times a week,8.1,1,0,2,24,26,No,2.3,Yes,Podcast/radio,Yes,Yes,Nostalgia,Definitely yes,12.82,8,8,4,8,9,8,8,Bronze
1815,2024,3,Online (mobile),15,USA,North America,47,Female,High school,Self-employed,$100k–$150k,American Football,Team Sport,Tennis,7,1,Streaming service,Daily,10.6,3,1,5,188,193,Yes,2.7,No,Social media,No,Yes,National pride,Definitely yes,1.81,6,4,6,10,8,9,8,Bronze
1816,2024,5,Online (desktop),8,Nigeria,Africa,34,Male,Bachelor's degree,Self-employed,$50k–$75k,Tennis,Racquet Sport,Wrestling,25,4,In-person (stadium/arena),Daily,7.8,1,1,3,6,9,Yes,2.5,No,Newspaper/magazine,No,Yes,Community & belonging,Maybe,7.4,9,7,9,6,5,5,9,Bronze
1817,2024,5,Online (mobile),16,India,South Asia,56,Male,Some college,Student,$50k–$75k,Soccer,Team Sport,Tennis,33,6,In-person (stadium/arena),Several times a week,8.1,0,0,80,42,122,No,0.4,No,Social media,No,Yes,Entertainment,Probably yes,0.42,9,7,8,5,9,6,6,Gold
1818,2024,5,Online (mobile),20,South Africa,Africa,18,Female,Doctorate,Self-employed,$75k–$100k,Soccer,Team Sport,,4,4,Social media clips,Daily,12.6,4,1,3,63,66,No,4.7,Yes,Social media,No,No,Athletic excellence,Definitely yes,1.43,7,9,10,6,7,5,8,Silver
1819,2024,11,Online (desktop),17,Spain,Europe,27,Male,High school,Employed full-time,$100k–$150k,Cycling,Individual Sport,MMA,10,3,Social media clips,A few times a month,2.8,5,0,62,111,173,Yes,2.5,No,Social media,No,No,Entertainment,Maybe,3.29,6,6,6,9,7,9,5,Silver
1820,2024,7,Online (mobile),11,Brazil,South America,33,Male,High school,Employed full-time,Under $25k,Volleyball,Team Sport,,16,3,Streaming service,Several times a week,7.7,0,0,31,1,32,Yes,0.5,No,Podcast/radio,No,Yes,Entertainment,Probably yes,0.83,6,7,4,6,8,8,6,Silver
1821,2024,5,Online (desktop),14,India,South Asia,46,Female,Bachelor's degree,Employed full-time,$50k–$75k,Cricket,Team Sport,Soccer,30,6,Streaming service,Monthly or less,0.5,2,4,68,8,76,Yes,1.9,No,TV sports news,No,No,Athletic excellence,Maybe,3.01,9,7,7,7,8,6,6,Gold
1822,2024,1,Online (desktop),13,USA,North America,37,Male,Bachelor's degree,Student,$75k–$100k,Basketball,Team Sport,American Football,10,2,Streaming service,Weekly,6.5,2,1,97,120,217,Yes,3.9,Yes,Sports website/app,No,Yes,Community & belonging,Probably yes,1.13,6,6,4,7,8,6,7,Silver
1823,2024,7,Online (desktop),10,Australia,Oceania,36,Male,High school,Student,$25k–$50k,Tennis,Racquet Sport,Australian Rules Football,17,4,Radio/podcast,Daily,15.0,1,0,11,15,26,No,3.1,No,Sports website/app,Yes,Yes,Gambling/betting,Probably yes,18.61,7,8,5,4,4,8,8,Gold
1824,2024,7,Online (desktop),10,South Africa,Africa,21,Non-binary,High school,Employed full-time,$75k–$100k,Rugby,Team Sport,,5,1,Streaming service,Several times a week,7.5,1,0,29,51,80,No,2.5,No,Sports website/app,No,No,Athletic excellence,Probably yes,0.02,6,5,6,10,5,8,9,Bronze
1825,2024,10,Online (mobile),12,Spain,Europe,20,Male,Vocational training,Employed full-time,Over $150k,Soccer,Team Sport,Handball,6,3,Free broadcast TV,Several times a week,8.3,6,2,74,1,75,No,6.3,Yes,Social media,Yes,No,Nostalgia,Probably yes,42.78,10,6,9,6,9,9,10,Gold
1826,2024,3,Online (mobile),10,Germany,Europe,37,Male,Bachelor's degree,Retired,Over $150k,Soccer,Team Sport,,17,3,In-person (stadium/arena),Several times a week,8.9,3,1,82,78,160,Yes,1.7,No,Social media,Yes,Yes,Entertainment,Probably not,12.02,5,4,7,7,7,5,8,Gold
1827,2024,6,Online (mobile),16,USA,North America,18,Female,Bachelor's degree,Self-employed,$25k–$50k,Soccer,Team Sport,,5,2,In-person (stadium/arena),Several times a week,5.1,3,1,10,49,59,Yes,5.4,No,TV sports news,No,No,Entertainment,Definitely yes,0.52,7,9,7,8,8,9,8,Bronze
1828,2024,5,Online (desktop),11,Nigeria,Africa,27,Female,Bachelor's degree,Student,$25k–$50k,Soccer,Team Sport,,13,3,Streaming service,Daily,14.1,0,2,9,0,9,No,4.8,Yes,Social media,No,No,Athletic excellence,Definitely yes,0.49,5,7,7,7,8,6,5,Gold
1829,2024,1,Online (desktop),10,South Africa,Africa,39,Female,Some college,Employed full-time,Over $150k,Rugby,Team Sport,Cricket,20,4,Streaming service,Weekly,3.3,2,5,5,54,59,Yes,2.7,No,TV sports news,No,No,Physical inspiration,Probably yes,25.79,10,6,10,9,6,9,8,Silver
1830,2024,7,Online (desktop),13,India,South Asia,22,Female,Bachelor's degree,Employed full-time,$50k–$75k,Cricket,Team Sport,,2,4,Cable/satellite TV,Several times a week,9.0,2,2,15,8,23,Yes,5.3,No,Social media,No,Yes,Nostalgia,Definitely yes,2.92,7,9,6,8,5,8,5,Gold
1831,2024,4,Online (desktop),19,Nigeria,Africa,51,Female,Bachelor's degree,Student,$25k–$50k,Soccer,Team Sport,Tennis,9,1,Streaming service,A few times a month,1.3,0,0,4,50,54,No,1.3,No,Social media,No,Yes,Gambling/betting,Maybe,3.85,10,7,5,7,9,10,7,Bronze
1832,2024,2,Online (mobile),9,Australia,Oceania,46,Male,Doctorate,Self-employed,$75k–$100k,Cricket,Team Sport,Tennis,17,4,Streaming service,A few times a month,1.4,1,0,99,7,106,No,0.0,No,Podcast/radio,No,No,Athletic excellence,Probably yes,6.76,5,2,6,7,6,6,6,Silver
1833,2024,2,Online (mobile),4,Australia,Oceania,18,Male,Some college,Self-employed,$25k–$50k,Swimming,Individual Sport,Soccer,10,2,Streaming service,Several times a week,11.3,0,0,19,11,30,Yes,3.7,Yes,Podcast/radio,Yes,Yes,Athletic excellence,Definitely yes,3.29,8,5,4,3,7,6,5,Silver
1834,2024,8,Online (desktop),12,Canada,North America,23,Male,Master's degree,Employed part-time,$25k–$50k,Soccer,Team Sport,American Football,5,4,In-person (stadium/arena),Daily,17.8,0,1,56,49,105,Yes,4.4,No,Sports website/app,No,No,Entertainment,Probably yes,4.49,8,7,5,6,7,8,6,Platinum
1835,2024,3,Online (mobile),15,France,Europe,18,Male,High school,Employed part-time,$100k–$150k,Tennis,Racquet Sport,,4,3,Streaming service,Weekly,0.5,5,4,58,21,79,Yes,4.4,Yes,Social media,Yes,Yes,Athletic excellence,Definitely yes,1.2,6,7,9,8,6,8,7,Silver
1836,2024,6,Online (mobile),9,Spain,Europe,24,Female,Some college,Student,$25k–$50k,Soccer,Team Sport,Cycling,6,3,Streaming service,Monthly or less,1.4,3,1,27,34,61,Yes,1.7,No,Sports website/app,No,No,Athletic excellence,Probably yes,8.67,6,5,6,5,6,10,6,Bronze
1837,2024,8,Online (desktop),14,USA,North America,41,Female,High school,Employed full-time,Under $25k,Baseball,Team Sport,,13,2,Cable/satellite TV,Several times a week,7.9,0,0,5,14,19,Yes,3.3,No,Sports website/app,No,Yes,Community & belonging,Maybe,0.67,9,7,7,8,10,6,8,Bronze
1838,2024,7,In-person tablet,12,India,South Asia,28,Male,High school,Employed full-time,$25k–$50k,Cricket,Team Sport,Field Hockey,11,4,Streaming service,Several times a week,6.6,0,1,22,8,30,Yes,4.1,No,TV sports news,Yes,No,Physical inspiration,Probably not,0.47,6,5,6,6,7,6,5,Silver
1839,2024,3,Online (desktop),13,China,East Asia,38,Female,Doctorate,Student,$75k–$100k,Swimming,Individual Sport,,27,3,Cable/satellite TV,Daily,10.0,1,0,3,74,77,No,2.1,No,TV sports news,No,Yes,Nostalgia,Probably yes,0.76,6,7,5,4,6,5,8,Bronze
1840,2024,9,Online (mobile),14,India,South Asia,18,Male,Bachelor's degree,Employed full-time,Under $25k,Cricket,Team Sport,Wrestling,6,1,Streaming service,Several times a week,6.1,1,0,10,12,22,Yes,3.9,No,TV sports news,No,No,Entertainment,Probably yes,0.7,10,9,2,9,8,8,4,Bronze
1841,2024,11,In-app,14,Brazil,South America,42,Male,High school,Employed part-time,$50k–$75k,Soccer,Team Sport,,11,2,Free broadcast TV,Several times a week,6.6,0,0,0,8,8,Yes,3.1,No,TV sports news,No,Yes,Social bonding,Maybe,6.69,7,5,7,7,10,7,10,Bronze
1842,2024,2,Online (desktop),10,UK,Europe,27,Female,Vocational training,Student,$75k–$100k,Soccer,Team Sport,,19,4,Streaming service,Several times a week,5.7,4,1,52,0,52,No,2.8,No,TV sports news,No,Yes,Entertainment,Definitely yes,7.22,6,9,7,5,7,8,7,Silver
1843,2024,8,Online (desktop),18,UK,Europe,33,Male,Master's degree,Retired,$100k–$150k,Rugby,Team Sport,Cycling,14,4,Sports bar/pub,Weekly,2.0,1,1,115,73,188,Yes,3.5,Yes,Social media,No,No,Entertainment,Probably yes,2.1,6,8,7,10,10,9,7,Silver
1844,2024,7,Online (mobile),15,Australia,Oceania,32,Male,Master's degree,Employed full-time,$25k–$50k,Australian Rules Football,Team Sport,,9,1,Streaming service,Several times a week,5.9,3,0,15,3,18,No,4.0,No,Social media,No,No,National pride,Probably yes,0.17,6,6,5,7,8,8,4,Bronze
1845,2024,10,Online (mobile),15,China,East Asia,19,Male,Doctorate,Employed full-time,$100k–$150k,Badminton,Racquet Sport,Athletics,9,4,Sports bar/pub,Daily,14.6,5,0,335,166,501,No,3.1,No,Sports website/app,Yes,No,Community & belonging,Maybe,0.36,4,6,9,7,7,7,5,Platinum
1846,2024,2,Online (desktop),22,India,South Asia,20,Male,Some college,Student,$25k–$50k,Soccer,Team Sport,,5,3,Social media clips,Several times a week,8.1,0,0,11,4,15,Yes,3.1,No,Social media,No,Yes,Nostalgia,Definitely yes,2.81,7,5,5,7,8,8,7,Silver
1847,2024,5,Online (desktop),20,USA,North America,44,Female,Master's degree,Student,$75k–$100k,Baseball,Team Sport,American Football,34,3,Free broadcast TV,A few times a month,2.6,2,2,81,3,84,No,1.1,No,TV sports news,No,No,Community & belonging,Probably yes,15.36,8,5,4,9,10,7,6,Silver
1848,2024,12,Online (desktop),14,India,South Asia,37,Female,Master's degree,Student,$50k–$75k,Cricket,Team Sport,Field Hockey,9,3,Sports bar/pub,Several times a week,7.9,3,0,110,32,142,Yes,1.7,No,TV sports news,No,No,Physical inspiration,Maybe,5.75,10,5,7,9,10,7,5,Silver
1849,2024,5,Online (mobile),12,Pakistan,South Asia,45,Male,Master's degree,Employed full-time,Under $25k,Wrestling,Combat Sport,Squash,33,6,Streaming service,Monthly or less,0.5,0,1,59,15,74,No,0.5,No,Sports website/app,Yes,No,Physical inspiration,Probably yes,3.73,7,5,7,6,5,7,5,Silver
